Symbol,Date,Open,High,Low,Close,Volume
AGM,25-Dec-2018,57.83,57.83,57.83,57.83,0
AGM-A,25-Dec-2018,24.73,24.73,24.73,24.73,0
AGM-B,25-Dec-2018,26.45,26.45,26.45,26.45,0
AGM-C,25-Dec-2018,24.48,24.48,24.48,24.48,0
AGM.A,25-Dec-2018,55.13,55.13,55.13,55.13,0
AGN,25-Dec-2018,129.82,129.82,129.82,129.82,0
AGO,25-Dec-2018,36.29,36.29,36.29,36.29,0
AGO-B,25-Dec-2018,24.76,24.76,24.76,24.76,0
AGO-E,25-Dec-2018,24.3,24.3,24.3,24.3,0
AGO-F,25-Dec-2018,22.4,22.4,22.4,22.4,0
AGR,25-Dec-2018,49.15,49.15,49.15,49.15,0
AGRO,25-Dec-2018,6.5,6.5,6.5,6.5,0
AGS,25-Dec-2018,20.11,20.11,20.11,20.11,0
AGX,25-Dec-2018,36.4,36.4,36.4,36.4,0
AHC,25-Dec-2018,3.63,3.63,3.63,3.63,0
AHH,25-Dec-2018,13.64,13.64,13.64,13.64,0
AHL,25-Dec-2018,41.59,41.59,41.59,41.59,0
AHL-C,25-Dec-2018,21.7,21.7,21.7,21.7,0
AHL-D,25-Dec-2018,19.81,19.81,19.81,19.81,0
AHT,25-Dec-2018,3.94,3.94,3.94,3.94,0
AHT-D,25-Dec-2018,24.44,24.44,24.44,24.44,0
AHT-F,25-Dec-2018,19.25,19.25,19.25,19.25,0
AHT-G,25-Dec-2018,19.12,19.12,19.12,19.12,0
AHT-H,25-Dec-2018,19.55,19.55,19.55,19.55,0
AHT-I,25-Dec-2018,19.3,19.3,19.3,19.3,0
AI,25-Dec-2018,7.56,7.56,7.56,7.56,0
AI-B,25-Dec-2018,21.9,21.9,21.9,21.9,0
AIC,25-Dec-2018,22.15,22.15,22.15,22.15,0
AIF,25-Dec-2018,13.2,13.2,13.2,13.2,0
AIG,25-Dec-2018,37.33,37.33,37.33,37.33,0
AIG.W,25-Dec-2018,5.22,5.22,5.22,5.22,0
AIN,25-Dec-2018,58.41,58.41,58.41,58.41,0
AIR,25-Dec-2018,34.76,34.76,34.76,34.76,0
AIT,25-Dec-2018,51.48,51.48,51.48,51.48,0
AIV,25-Dec-2018,42.22,42.22,42.22,42.22,0
AIV-A,25-Dec-2018,25.66,25.66,25.66,25.66,0
AIW,25-Dec-2018,23.02,23.02,23.02,23.02,0
AIY,25-Dec-2018,24.62,24.62,24.62,24.62,0
AIZ,25-Dec-2018,82.65,82.65,82.65,82.65,0
AIZP,25-Dec-2018,94.03,94.03,94.03,94.03,0
AJG,25-Dec-2018,68.99,68.99,68.99,68.99,0
AJRD,25-Dec-2018,32.75,32.75,32.75,32.75,0
AJX,25-Dec-2018,11.56,11.56,11.56,11.56,0
AJXA,25-Dec-2018,23.7,23.7,23.7,23.7,0
AKO.A,25-Dec-2018,17.87,17.87,17.87,17.87,0
AKO.B,25-Dec-2018,20.6,20.6,20.6,20.6,0
AKP,25-Dec-2018,13.35,13.35,13.35,13.35,0
AKR,25-Dec-2018,23.38,23.38,23.38,23.38,0
AKS,25-Dec-2018,2.16,2.16,2.16,2.16,0
AL,25-Dec-2018,28.73,28.73,28.73,28.73,0
ALB,25-Dec-2018,73.13,73.13,73.13,73.13,0
ALE,25-Dec-2018,73.69,73.69,73.69,73.69,0
ALEX,25-Dec-2018,17.91,17.91,17.91,17.91,0
ALG,25-Dec-2018,73.92,73.92,73.92,73.92,0
ALK,25-Dec-2018,57.58,57.58,57.58,57.58,0
ALL,25-Dec-2018,77.27,77.27,77.27,77.27,0
ALL-A,25-Dec-2018,23.76,23.76,23.76,23.76,0
ALL-B,25-Dec-2018,23.5,23.5,23.5,23.5,0
ALL-D,25-Dec-2018,25.37,25.37,25.37,25.37,0
ALL-E,25-Dec-2018,25.26,25.26,25.26,25.26,0
ALL-F,25-Dec-2018,25,25,25,25,0
ALL-G,25-Dec-2018,23.71,23.71,23.71,23.71,0
ALL-Y,25-Dec-2018,25.28,25.28,25.28,25.28,0
ALLE,25-Dec-2018,75.41,75.41,75.41,75.41,0
ALLY,25-Dec-2018,20.74,20.74,20.74,20.74,0
ALP-Q,25-Dec-2018,23.07,23.07,23.07,23.07,0
ALSN,25-Dec-2018,40.83,40.83,40.83,40.83,0
ALV,25-Dec-2018,69.78,69.78,69.78,69.78,0
ALX,25-Dec-2018,296,296,296,296,0
AM,25-Dec-2018,20.56,20.56,20.56,20.56,0
AMBR,25-Dec-2018,7.78,7.78,7.78,7.78,0
AMC,25-Dec-2018,12.26,12.26,12.26,12.26,0
AME,25-Dec-2018,63.35,63.35,63.35,63.35,0
AMG,25-Dec-2018,90.24,90.24,90.24,90.24,0
AMGP,25-Dec-2018,10.53,10.53,10.53,10.53,0
AMH,25-Dec-2018,19.08,19.08,19.08,19.08,0
AMH-D,25-Dec-2018,22.59,22.59,22.59,22.59,0
AMH-E,25-Dec-2018,21.95,21.95,21.95,21.95,0
AMH-F,25-Dec-2018,19.85,19.85,19.85,19.85,0
AMH-G,25-Dec-2018,20.1,20.1,20.1,20.1,0
AMH-H,25-Dec-2018,21.59,21.59,21.59,21.59,0
AMID,25-Dec-2018,4.29,4.29,4.29,4.29,0
AMN,25-Dec-2018,52.97,52.97,52.97,52.97,0
AMOV,25-Dec-2018,13.88,13.88,13.88,13.88,0
AMP,25-Dec-2018,97.58,97.58,97.58,97.58,0
AMRC,25-Dec-2018,13.37,13.37,13.37,13.37,0
AMRX,25-Dec-2018,13.25,13.25,13.25,13.25,0
AMT,25-Dec-2018,153.58,153.58,153.58,153.58,0
AMX,25-Dec-2018,14.13,14.13,14.13,14.13,0
AN,25-Dec-2018,33.24,33.24,33.24,33.24,0
ANDX,25-Dec-2018,31.9,31.9,31.9,31.9,0
ANET,25-Dec-2018,188.9,188.9,188.9,188.9,0
ANF,25-Dec-2018,17.22,17.22,17.22,17.22,0
ANFI,25-Dec-2018,0.32,0.32,0.32,0.32,0
ANH,25-Dec-2018,4.07,4.07,4.07,4.07,0
ANH-A,25-Dec-2018,25.15,25.15,25.15,25.15,0
ANH-B,25-Dec-2018,23.57,23.57,23.57,23.57,0
ANH-C,25-Dec-2018,23.73,23.73,23.73,23.73,0
ANTM,25-Dec-2018,249,249,249,249,0
AOD,25-Dec-2018,7.01,7.01,7.01,7.01,0
AON,25-Dec-2018,137.44,137.44,137.44,137.44,0
AOS,25-Dec-2018,42.01,42.01,42.01,42.01,0
AP,25-Dec-2018,3.08,3.08,3.08,3.08,0
APA,25-Dec-2018,25.4,25.4,25.4,25.4,0
APAM,25-Dec-2018,20.22,20.22,20.22,20.22,0
APB,25-Dec-2018,11.41,11.41,11.41,11.41,0
APC,25-Dec-2018,40.57,40.57,40.57,40.57,0
APD,25-Dec-2018,149.88,149.88,149.88,149.88,0
APF,25-Dec-2018,16,16,16,16,0
APH,25-Dec-2018,75.65,75.65,75.65,75.65,0
APHA,25-Dec-2018,5.55,5.55,5.55,5.55,0
APLE,25-Dec-2018,13.85,13.85,13.85,13.85,0
APO,25-Dec-2018,23.75,23.75,23.75,23.75,0
APO-A,25-Dec-2018,21.62,21.62,21.62,21.62,0
APO-B,25-Dec-2018,21.4,21.4,21.4,21.4,0
APRN,25-Dec-2018,0.69,0.69,0.69,0.69,0
APTS,25-Dec-2018,13.24,13.24,13.24,13.24,0
APTV,25-Dec-2018,60.08,60.08,60.08,60.08,0
APU,25-Dec-2018,22.91,22.91,22.91,22.91,0
APY,25-Dec-2018,26.61,26.61,26.61,26.61,0
AQ,25-Dec-2018,8.01,8.01,8.01,8.01,0
AQN,25-Dec-2018,9.83,9.83,9.83,9.83,0
AQNA,25-Dec-2018,24.45,24.45,24.45,24.45,0
AQUA,25-Dec-2018,9.19,9.19,9.19,9.19,0
AR,25-Dec-2018,9.08,9.08,9.08,9.08,0
ARA,25-Dec-2018,11.5,11.5,11.5,11.5,0
ARC,25-Dec-2018,1.93,1.93,1.93,1.93,0
ARCH,25-Dec-2018,78.87,78.87,78.87,78.87,0
ARCO,25-Dec-2018,7.65,7.65,7.65,7.65,0
ARD,25-Dec-2018,10.46,10.46,10.46,10.46,0
ARDC,25-Dec-2018,13.42,13.42,13.42,13.42,0
ARE,25-Dec-2018,110.28,110.28,110.28,110.28,0
ARE-A,25-Dec-2018,25.33,25.33,25.33,25.33,0
ARE-D,25-Dec-2018,34.25,34.25,34.25,34.25,0
ARES,25-Dec-2018,16.87,16.87,16.87,16.87,0
ARGD,25-Dec-2018,24.85,24.85,24.85,24.85,0
ARGO,25-Dec-2018,64.18,64.18,64.18,64.18,0
ARI,25-Dec-2018,16.67,16.67,16.67,16.67,0
ARI-C,25-Dec-2018,24.24,24.24,24.24,24.24,0
ARL,25-Dec-2018,13.17,13.17,13.17,13.17,0
ARLO,25-Dec-2018,9.18,9.18,9.18,9.18,0
ARMK,25-Dec-2018,27.5,27.5,27.5,27.5,0
ARNC,25-Dec-2018,16.14,16.14,16.14,16.14,0
AROC,25-Dec-2018,7.43,7.43,7.43,7.43,0
ARR,25-Dec-2018,19.97,19.97,19.97,19.97,0
ARR-A,25-Dec-2018,22.64,22.64,22.64,22.64,0
ARR-B,25-Dec-2018,21.84,21.84,21.84,21.84,0
ARW,25-Dec-2018,63.25,63.25,63.25,63.25,0
ASA,25-Dec-2018,9.39,9.39,9.39,9.39,0
ASB,25-Dec-2018,18.72,18.72,18.72,18.72,0
ASB-C,25-Dec-2018,25.49,25.49,25.49,25.49,0
ASB-D,25-Dec-2018,21.55,21.55,21.55,21.55,0
ASB-E,25-Dec-2018,23.43,23.43,23.43,23.43,0
ASC,25-Dec-2018,4.75,4.75,4.75,4.75,0
ASG,25-Dec-2018,4.06,4.06,4.06,4.06,0
ASGN,25-Dec-2018,51.74,51.74,51.74,51.74,0
ASH,25-Dec-2018,65.28,65.28,65.28,65.28,0
ASIX,25-Dec-2018,22.86,22.86,22.86,22.86,0
ASPN,25-Dec-2018,1.9,1.9,1.9,1.9,0
ASR,25-Dec-2018,150.72,150.72,150.72,150.72,0
ASX,25-Dec-2018,3.65,3.65,3.65,3.65,0
AT,25-Dec-2018,2.1,2.1,2.1,2.1,0
ATEN,25-Dec-2018,5.79,5.79,5.79,5.79,0
ATGE,25-Dec-2018,44.57,44.57,44.57,44.57,0
ATH,25-Dec-2018,38.07,38.07,38.07,38.07,0
ATHM,25-Dec-2018,75.45,75.45,75.45,75.45,0
ATI,25-Dec-2018,21.21,21.21,21.21,21.21,0
ATKR,25-Dec-2018,18.65,18.65,18.65,18.65,0
ATO,25-Dec-2018,89.33,89.33,89.33,89.33,0
ATR,25-Dec-2018,89.7,89.7,89.7,89.7,0
ATTO,25-Dec-2018,3.75,3.75,3.75,3.75,0
ATU,25-Dec-2018,19.36,19.36,19.36,19.36,0
ATUS,25-Dec-2018,15.29,15.29,15.29,15.29,0
ATV,25-Dec-2018,20.5,20.5,20.5,20.5,0
AU,25-Dec-2018,12.7,12.7,12.7,12.7,0
AUO,25-Dec-2018,3.92,3.92,3.92,3.92,0
AUY,25-Dec-2018,2.42,2.42,2.42,2.42,0
AVA,25-Dec-2018,43.02,43.02,43.02,43.02,0
AVAL,25-Dec-2018,5.61,5.61,5.61,5.61,0
AVB,25-Dec-2018,168.84,168.84,168.84,168.84,0
AVD,25-Dec-2018,14.16,14.16,14.16,14.16,0
AVH,25-Dec-2018,3.85,3.85,3.85,3.85,0
AVK,25-Dec-2018,12.12,12.12,12.12,12.12,0
AVLR,25-Dec-2018,28.98,28.98,28.98,28.98,0
AVNS,25-Dec-2018,41.16,41.16,41.16,41.16,0
AVP,25-Dec-2018,1.43,1.43,1.43,1.43,0
AVX,25-Dec-2018,14.4,14.4,14.4,14.4,0
AVY,25-Dec-2018,83.79,83.79,83.79,83.79,0
AVYA,25-Dec-2018,14.49,14.49,14.49,14.49,0
AWF,25-Dec-2018,10.18,10.18,10.18,10.18,0
AWI,25-Dec-2018,55.13,55.13,55.13,55.13,0
AWK,25-Dec-2018,86.31,86.31,86.31,86.31,0
AWP,25-Dec-2018,4.96,4.96,4.96,4.96,0
AWR,25-Dec-2018,63.65,63.65,63.65,63.65,0
AX,25-Dec-2018,24.43,24.43,24.43,24.43,0
AXE,25-Dec-2018,50.44,50.44,50.44,50.44,0
AXL,25-Dec-2018,10.35,10.35,10.35,10.35,0
AXO,25-Dec-2018,24,24,24,24,0
AXP,25-Dec-2018,89.5,89.5,89.5,89.5,0
AXR,25-Dec-2018,6.31,6.31,6.31,6.31,0
AXS,25-Dec-2018,49.08,49.08,49.08,49.08,0
AXS-D,25-Dec-2018,20.98,20.98,20.98,20.98,0
AXS-E,25-Dec-2018,20.99,20.99,20.99,20.99,0
AXTA,25-Dec-2018,22.07,22.07,22.07,22.07,0
AYI,25-Dec-2018,105.8,105.8,105.8,105.8,0
AYR,25-Dec-2018,16.19,16.19,16.19,16.19,0
AYX,25-Dec-2018,50.99,50.99,50.99,50.99,0
AZN,25-Dec-2018,36.86,36.86,36.86,36.86,0
AZO,25-Dec-2018,822.82,822.82,822.82,822.82,0
AZRE,25-Dec-2018,9.04,9.04,9.04,9.04,0
AZUL,25-Dec-2018,26.33,26.33,26.33,26.33,0
AZZ,25-Dec-2018,37.69,37.69,37.69,37.69,0
B,25-Dec-2018,49.7,49.7,49.7,49.7,0
BA,25-Dec-2018,294.16,294.16,294.16,294.16,0
BABA,25-Dec-2018,131.89,131.89,131.89,131.89,0
BAC,25-Dec-2018,22.73,22.73,22.73,22.73,0
BAC-A,25-Dec-2018,25.1,25.1,25.1,25.1,0
BAC-B,25-Dec-2018,24.95,24.95,24.95,24.95,0
BAC-C,25-Dec-2018,25.48,25.48,25.48,25.48,0
BAC-E,25-Dec-2018,18.5,18.5,18.5,18.5,0
BAC-K,25-Dec-2018,24.24,24.24,24.24,24.24,0
BAC-L,25-Dec-2018,1250.76,1250.76,1250.76,1250.76,0
BAC-W,25-Dec-2018,25.11,25.11,25.11,25.11,0
BAC-Y,25-Dec-2018,25.3,25.3,25.3,25.3,0
BAC.A,25-Dec-2018,10.8,10.8,10.8,10.8,0
BAF,25-Dec-2018,12.56,12.56,12.56,12.56,0
BAH,25-Dec-2018,43.46,43.46,43.46,43.46,0
BAK,25-Dec-2018,23.5,23.5,23.5,23.5,0
BAM,25-Dec-2018,36.66,36.66,36.66,36.66,0
BAN-D,25-Dec-2018,24.75,24.75,24.75,24.75,0
BAN-E,25-Dec-2018,24.33,24.33,24.33,24.33,0
BANC,25-Dec-2018,12.45,12.45,12.45,12.45,0
BAP,25-Dec-2018,213.26,213.26,213.26,213.26,0
BAS,25-Dec-2018,3.96,3.96,3.96,3.96,0
BAX,25-Dec-2018,61.45,61.45,61.45,61.45,0
BB,25-Dec-2018,6.77,6.77,6.77,6.77,0
BBD,25-Dec-2018,9.42,9.42,9.42,9.42,0
BBDC,25-Dec-2018,8.86,8.86,8.86,8.86,0
BBDO,25-Dec-2018,8.6,8.6,8.6,8.6,0
BBF,25-Dec-2018,11.97,11.97,11.97,11.97,0
BBK,25-Dec-2018,13.45,13.45,13.45,13.45,0
BBL,25-Dec-2018,40.33,40.33,40.33,40.33,0
BBN,25-Dec-2018,21.19,21.19,21.19,21.19,0
BBT,25-Dec-2018,41.27,41.27,41.27,41.27,0
BBT-D,25-Dec-2018,23.89,23.89,23.89,23.89,0
BBT-E,25-Dec-2018,22.9,22.9,22.9,22.9,0
BBT-F,25-Dec-2018,21.64,21.64,21.64,21.64,0
BBT-G,25-Dec-2018,21.75,21.75,21.75,21.75,0
BBT-H,25-Dec-2018,22.9,22.9,22.9,22.9,0
BBU,25-Dec-2018,30.8,30.8,30.8,30.8,0
BBVA,25-Dec-2018,5.09,5.09,5.09,5.09,0
BBW,25-Dec-2018,3.92,3.92,3.92,3.92,0
BBX,25-Dec-2018,5.5,5.5,5.5,5.5,0
BBY,25-Dec-2018,48.24,48.24,48.24,48.24,0
BC,25-Dec-2018,42.61,42.61,42.61,42.61,0
BC-A,25-Dec-2018,24.15,24.15,24.15,24.15,0
BC-B,25-Dec-2018,23.34,23.34,23.34,23.34,0
BCC,25-Dec-2018,22.11,22.11,22.11,22.11,0
BCE,25-Dec-2018,39.32,39.32,39.32,39.32,0
BCEI,25-Dec-2018,18.93,18.93,18.93,18.93,0
BCH,25-Dec-2018,28.03,28.03,28.03,28.03,0
BCO,25-Dec-2018,59.1,59.1,59.1,59.1,0
BCRH,25-Dec-2018,5.65,5.65,5.65,5.65,0
BCS,25-Dec-2018,7.25,7.25,7.25,7.25,0
BCSF,25-Dec-2018,16.6,16.6,16.6,16.6,0
BCX,25-Dec-2018,6.71,6.71,6.71,6.71,0
BDC,25-Dec-2018,38.68,38.68,38.68,38.68,0
BDC-B,25-Dec-2018,56.17,56.17,56.17,56.17,0
BDJ,25-Dec-2018,7.29,7.29,7.29,7.29,0
BDN,25-Dec-2018,12.36,12.36,12.36,12.36,0
BDX,25-Dec-2018,209.85,209.85,209.85,209.85,0
BDXA,25-Dec-2018,54.77,54.77,54.77,54.77,0
BE,25-Dec-2018,9.9,9.9,9.9,9.9,0
BEDU,25-Dec-2018,9.24,9.24,9.24,9.24,0
BEL,25-Dec-2018,24.73,24.73,24.73,24.73,0
BEN,25-Dec-2018,27.76,27.76,27.76,27.76,0
BEP,25-Dec-2018,24.6,24.6,24.6,24.6,0
BERY,25-Dec-2018,45.06,45.06,45.06,45.06,0
BF.A,25-Dec-2018,45.69,45.69,45.69,45.69,0
BF.B,25-Dec-2018,45.75,45.75,45.75,45.75,0
BFAM,25-Dec-2018,105.39,105.39,105.39,105.39,0
BFK,25-Dec-2018,12.08,12.08,12.08,12.08,0
BFO,25-Dec-2018,13.96,13.96,13.96,13.96,0
BFR,25-Dec-2018,9.83,9.83,9.83,9.83,0
BFS,25-Dec-2018,45.71,45.71,45.71,45.71,0
BFS-C,25-Dec-2018,24.38,24.38,24.38,24.38,0
BFS-D,25-Dec-2018,21.15,21.15,21.15,21.15,0
BFY,25-Dec-2018,12.4,12.4,12.4,12.4,0
BFZ,25-Dec-2018,11.94,11.94,11.94,11.94,0
BG,25-Dec-2018,52.06,52.06,52.06,52.06,0
BGB,25-Dec-2018,13.32,13.32,13.32,13.32,0
BGG,25-Dec-2018,12.52,12.52,12.52,12.52,0
BGH,25-Dec-2018,15.21,15.21,15.21,15.21,0
BGIO,25-Dec-2018,8.24,8.24,8.24,8.24,0
BGR,25-Dec-2018,10.01,10.01,10.01,10.01,0
BGS,25-Dec-2018,30.08,30.08,30.08,30.08,0
BGT,25-Dec-2018,11.45,11.45,11.45,11.45,0
BGX,25-Dec-2018,13.95,13.95,13.95,13.95,0
BGY,25-Dec-2018,4.86,4.86,4.86,4.86,0
BH,25-Dec-2018,118.4,118.4,118.4,118.4,0
BH.A,25-Dec-2018,635,635,635,635,0
BHC,25-Dec-2018,17.64,17.64,17.64,17.64,0
BHE,25-Dec-2018,20.18,20.18,20.18,20.18,0
BHGE,25-Dec-2018,20.48,20.48,20.48,20.48,0
BHK,25-Dec-2018,12.21,12.21,12.21,12.21,0
BHLB,25-Dec-2018,26.09,26.09,26.09,26.09,0
BHP,25-Dec-2018,46.23,46.23,46.23,46.23,0
BHR,25-Dec-2018,8.44,8.44,8.44,8.44,0
BHR-B,25-Dec-2018,16.585,16.585,16.585,16.585,0
BHR-D,25-Dec-2018,20.32,20.32,20.32,20.32,0
BHV,25-Dec-2018,15.41,15.41,15.41,15.41,0
BHVN,25-Dec-2018,30.81,30.81,30.81,30.81,0
BID,25-Dec-2018,36.22,36.22,36.22,36.22,0
BIF,25-Dec-2018,9.6,9.6,9.6,9.6,0
BIG,25-Dec-2018,26.74,26.74,26.74,26.74,0
BIO,25-Dec-2018,220.1,220.1,220.1,220.1,0
BIO.B,25-Dec-2018,247.85,247.85,247.85,247.85,0
BIP,25-Dec-2018,32.52,32.52,32.52,32.52,0
BIT,25-Dec-2018,14.96,14.96,14.96,14.96,0
BITA,25-Dec-2018,19.9,19.9,19.9,19.9,0
BJ,25-Dec-2018,19.91,19.91,19.91,19.91,0
BK,25-Dec-2018,44.49,44.49,44.49,44.49,0
BK-C,25-Dec-2018,22.33,22.33,22.33,22.33,0
BKD,25-Dec-2018,6.33,6.33,6.33,6.33,0
BKE,25-Dec-2018,17.99,17.99,17.99,17.99,0
BKH,25-Dec-2018,60.37,60.37,60.37,60.37,0
BKI,25-Dec-2018,42.95,42.95,42.95,42.95,0
BKK,25-Dec-2018,14.75,14.75,14.75,14.75,0
BKN,25-Dec-2018,13.1,13.1,13.1,13.1,0
BKS,25-Dec-2018,5.92,5.92,5.92,5.92,0
BKT,25-Dec-2018,5.68,5.68,5.68,5.68,0
BKU,25-Dec-2018,28.22,28.22,28.22,28.22,0
BLD,25-Dec-2018,42.3,42.3,42.3,42.3,0
BLE,25-Dec-2018,12.78,12.78,12.78,12.78,0
BLK,25-Dec-2018,361.77,361.77,361.77,361.77,0
BLL,25-Dec-2018,42.35,42.35,42.35,42.35,0
BLW,25-Dec-2018,13.18,13.18,13.18,13.18,0
BLX,25-Dec-2018,16.18,16.18,16.18,16.18,0
BMA,25-Dec-2018,35.69,35.69,35.69,35.69,0
BME,25-Dec-2018,33.71,33.71,33.71,33.71,0
BMI,25-Dec-2018,46.99,46.99,46.99,46.99,0
BML-G,25-Dec-2018,18.26,18.26,18.26,18.26,0
BML-H,25-Dec-2018,18.11,18.11,18.11,18.11,0
BML-J,25-Dec-2018,18.94,18.94,18.94,18.94,0
BML-L,25-Dec-2018,18.8,18.8,18.8,18.8,0
BMO,25-Dec-2018,63.51,63.51,63.51,63.51,0
BMS,25-Dec-2018,43.64,43.64,43.64,43.64,0
BMY,25-Dec-2018,48.76,48.76,48.76,48.76,0
BNED,25-Dec-2018,3.69,3.69,3.69,3.69,0
BNS,25-Dec-2018,49.12,49.12,49.12,49.12,0
BNY,25-Dec-2018,11.95,11.95,11.95,11.95,0
BOE,25-Dec-2018,9.13,9.13,9.13,9.13,0
BOH,25-Dec-2018,63.92,63.92,63.92,63.92,0
BOOT,25-Dec-2018,15.51,15.51,15.51,15.51,0
BORN,25-Dec-2018,0.64,0.64,0.64,0.64,0
BOX,25-Dec-2018,15.76,15.76,15.76,15.76,0
BP,25-Dec-2018,36.65,36.65,36.65,36.65,0
BPI,25-Dec-2018,6.73,6.73,6.73,6.73,0
BPL,25-Dec-2018,25.86,25.86,25.86,25.86,0
BPMP,25-Dec-2018,14.86,14.86,14.86,14.86,0
BPT,25-Dec-2018,17,17,17,17,0
BQH,25-Dec-2018,12.62,12.62,12.62,12.62,0
BR,25-Dec-2018,91.79,91.79,91.79,91.79,0
BRC,25-Dec-2018,40.06,40.06,40.06,40.06,0
BRFS,25-Dec-2018,5.57,5.57,5.57,5.57,0
BRK.A,25-Dec-2018,282640,282640,282640,282640,0
BRK.B,25-Dec-2018,187.76,187.76,187.76,187.76,0
BRO,25-Dec-2018,26.07,26.07,26.07,26.07,0
BRS,25-Dec-2018,2.12,2.12,2.12,2.12,0
BRSS,25-Dec-2018,24.35,24.35,24.35,24.35,0
BRT,25-Dec-2018,11.15,11.15,11.15,11.15,0
BRX,25-Dec-2018,14.23,14.23,14.23,14.23,0
BSA,25-Dec-2018,19.39,19.39,19.39,19.39,0
BSAC,25-Dec-2018,28.98,28.98,28.98,28.98,0
BSBR,25-Dec-2018,10.75,10.75,10.75,10.75,0
BSD,25-Dec-2018,11.9,11.9,11.9,11.9,0
BSE,25-Dec-2018,12.06,12.06,12.06,12.06,0
