Symbol,Date,Open,High,Low,Close,Volume
BSIG,25-Dec-2018,10.13,10.13,10.13,10.13,0
BSL,25-Dec-2018,15.43,15.43,15.43,15.43,0
BSM,25-Dec-2018,15.75,15.75,15.75,15.75,0
BSMX,25-Dec-2018,6.06,6.06,6.06,6.06,0
BST,25-Dec-2018,24.71,24.71,24.71,24.71,0
BSTI,25-Dec-2018,3.88,3.88,3.88,3.88,0
BSX,25-Dec-2018,31.73,31.73,31.73,31.73,0
BT,25-Dec-2018,15.05,15.05,15.05,15.05,0
BTA,25-Dec-2018,10.86,10.86,10.86,10.86,0
BTE,25-Dec-2018,1.42,1.42,1.42,1.42,0
BTI,25-Dec-2018,31.5,31.5,31.5,31.5,0
BTO,25-Dec-2018,26.17,26.17,26.17,26.17,0
BTT,25-Dec-2018,20.42,20.42,20.42,20.42,0
BTU,25-Dec-2018,29.66,29.66,29.66,29.66,0
BTZ,25-Dec-2018,11.06,11.06,11.06,11.06,0
BUD,25-Dec-2018,65.43,65.43,65.43,65.43,0
BUI,25-Dec-2018,17.93,17.93,17.93,17.93,0
BURL,25-Dec-2018,150.28,150.28,150.28,150.28,0
BV,25-Dec-2018,9.25,9.25,9.25,9.25,0
BVN,25-Dec-2018,16.51,16.51,16.51,16.51,0
BW,25-Dec-2018,0.44,0.44,0.44,0.44,0
BWA,25-Dec-2018,33.2,33.2,33.2,33.2,0
BWG,25-Dec-2018,10.21,10.21,10.21,10.21,0
BWXT,25-Dec-2018,36.76,36.76,36.76,36.76,0
BX,25-Dec-2018,28.98,28.98,28.98,28.98,0
BXC,25-Dec-2018,20.55,20.55,20.55,20.55,0
BXE,25-Dec-2018,0.482,0.482,0.482,0.482,0
BXG,25-Dec-2018,12.09,12.09,12.09,12.09,0
BXMT,25-Dec-2018,31.28,31.28,31.28,31.28,0
BXMX,25-Dec-2018,11.09,11.09,11.09,11.09,0
BXP,25-Dec-2018,109.09,109.09,109.09,109.09,0
BXP-B,25-Dec-2018,22.51,22.51,22.51,22.51,0
BXS,25-Dec-2018,24.55,24.55,24.55,24.55,0
BY,25-Dec-2018,15.62,15.62,15.62,15.62,0
BYD,25-Dec-2018,19.26,19.26,19.26,19.26,0
BYM,25-Dec-2018,12.47,12.47,12.47,12.47,0
BZH,25-Dec-2018,9.23,9.23,9.23,9.23,0
BZM,25-Dec-2018,13.02,13.02,13.02,13.02,0
C,25-Dec-2018,49.26,49.26,49.26,49.26,0
C-J,25-Dec-2018,25.49,25.49,25.49,25.49,0
C-K,25-Dec-2018,25.59,25.59,25.59,25.59,0
C-L,25-Dec-2018,25.27,25.27,25.27,25.27,0
C-N,25-Dec-2018,26.37,26.37,26.37,26.37,0
C-S,25-Dec-2018,25.22,25.22,25.22,25.22,0
CAAP,25-Dec-2018,6.26,6.26,6.26,6.26,0
CABO,25-Dec-2018,774.1,774.1,774.1,774.1,0
CACI,25-Dec-2018,139.42,139.42,139.42,139.42,0
CADE,25-Dec-2018,16.29,16.29,16.29,16.29,0
CAE,25-Dec-2018,18.11,18.11,18.11,18.11,0
CAF,25-Dec-2018,17.98,17.98,17.98,17.98,0
CAG,25-Dec-2018,20.96,20.96,20.96,20.96,0
CAH,25-Dec-2018,42.93,42.93,42.93,42.93,0
CAI,25-Dec-2018,20.64,20.64,20.64,20.64,0
CAI-A,25-Dec-2018,23.15,23.15,23.15,23.15,0
CAI-B,25-Dec-2018,23,23,23,23,0
CAJ,25-Dec-2018,26.41,26.41,26.41,26.41,0
CAL,25-Dec-2018,27.12,27.12,27.12,27.12,0
CALX,25-Dec-2018,8.37,8.37,8.37,8.37,0
CANG,25-Dec-2018,7.6,7.6,7.6,7.6,0
CAPL,25-Dec-2018,13.43,13.43,13.43,13.43,0
CARS,25-Dec-2018,20.14,20.14,20.14,20.14,0
CAT,25-Dec-2018,116.95,116.95,116.95,116.95,0
CATO,25-Dec-2018,13.78,13.78,13.78,13.78,0
CB,25-Dec-2018,120.19,120.19,120.19,120.19,0
CBB,25-Dec-2018,6.66,6.66,6.66,6.66,0
CBB-B,25-Dec-2018,28.67,28.67,28.67,28.67,0
CBD,25-Dec-2018,20.3,20.3,20.3,20.3,0
CBH,25-Dec-2018,7.77,7.77,7.77,7.77,0
CBK,25-Dec-2018,0.485,0.485,0.485,0.485,0
CBL,25-Dec-2018,1.87,1.87,1.87,1.87,0
CBL-D,25-Dec-2018,10.58,10.58,10.58,10.58,0
CBL-E,25-Dec-2018,9.71,9.71,9.71,9.71,0
CBM,25-Dec-2018,36.7,36.7,36.7,36.7,0
CBPX,25-Dec-2018,24.6,24.6,24.6,24.6,0
CBRE,25-Dec-2018,37.64,37.64,37.64,37.64,0
CBS,25-Dec-2018,42.02,42.02,42.02,42.02,0
CBS.A,25-Dec-2018,42.44,42.44,42.44,42.44,0
CBT,25-Dec-2018,40.06,40.06,40.06,40.06,0
CBU,25-Dec-2018,54.86,54.86,54.86,54.86,0
CBZ,25-Dec-2018,18.8,18.8,18.8,18.8,0
CC,25-Dec-2018,25.65,25.65,25.65,25.65,0
CCC,25-Dec-2018,9.54,9.54,9.54,9.54,0
CCC.U,25-Dec-2018,10.04,10.04,10.04,10.04,0
CCEP,25-Dec-2018,45.54,45.54,45.54,45.54,0
CCH,25-Dec-2018,9.64,9.64,9.64,9.64,0
CCH.U,25-Dec-2018,10.05,10.05,10.05,10.05,0
CCI,25-Dec-2018,103.87,103.87,103.87,103.87,0
CCI-A,25-Dec-2018,1022.87,1022.87,1022.87,1022.87,0
CCJ,25-Dec-2018,10.75,10.75,10.75,10.75,0
CCK,25-Dec-2018,39.63,39.63,39.63,39.63,0
CCL,25-Dec-2018,46.21,46.21,46.21,46.21,0
CCM,25-Dec-2018,2.95,2.95,2.95,2.95,0
CCO,25-Dec-2018,5.11,5.11,5.11,5.11,0
CCR,25-Dec-2018,15.06,15.06,15.06,15.06,0
CCS,25-Dec-2018,16.67,16.67,16.67,16.67,0
CCU,25-Dec-2018,25.2,25.2,25.2,25.2,0
CCZ,25-Dec-2018,47.5,47.5,47.5,47.5,0
CDAY,25-Dec-2018,31.97,31.97,31.97,31.97,0
CDE,25-Dec-2018,4.71,4.71,4.71,4.71,0
CDR,25-Dec-2018,2.92,2.92,2.92,2.92,0
CDR-B,25-Dec-2018,22.65,22.65,22.65,22.65,0
CDR-C,25-Dec-2018,18.16,18.16,18.16,18.16,0
CE,25-Dec-2018,84.46,84.46,84.46,84.46,0
CEA,25-Dec-2018,26.83,26.83,26.83,26.83,0
CEE,25-Dec-2018,22.88,22.88,22.88,22.88,0
CEIX,25-Dec-2018,29.65,29.65,29.65,29.65,0
CEL,25-Dec-2018,5.95,5.95,5.95,5.95,0
CELP,25-Dec-2018,5.67,5.67,5.67,5.67,0
CEM,25-Dec-2018,9.68,9.68,9.68,9.68,0
CEN,25-Dec-2018,6.31,6.31,6.31,6.31,0
CEO,25-Dec-2018,143.49,143.49,143.49,143.49,0
CEPU,25-Dec-2018,8.7,8.7,8.7,8.7,0
CEQP,25-Dec-2018,26.94,26.94,26.94,26.94,0
CF,25-Dec-2018,40.11,40.11,40.11,40.11,0
CFG,25-Dec-2018,27.94,27.94,27.94,27.94,0
CFR,25-Dec-2018,82.72,82.72,82.72,82.72,0
CFR-A,25-Dec-2018,23.6,23.6,23.6,23.6,0
CFX,25-Dec-2018,19.2,19.2,19.2,19.2,0
CGA,25-Dec-2018,0.51,0.51,0.51,0.51,0
CGC,25-Dec-2018,26.81,26.81,26.81,26.81,0
CHA,25-Dec-2018,49.48,49.48,49.48,49.48,0
CHAP,25-Dec-2018,4.97,4.97,4.97,4.97,0
CHCT,25-Dec-2018,27.62,27.62,27.62,27.62,0
CHD,25-Dec-2018,62.66,62.66,62.66,62.66,0
CHE,25-Dec-2018,266.56,266.56,266.56,266.56,0
CHGG,25-Dec-2018,25.27,25.27,25.27,25.27,0
CHH,25-Dec-2018,66.86,66.86,66.86,66.86,0
CHK,25-Dec-2018,1.73,1.73,1.73,1.73,0
CHK-D,25-Dec-2018,42,42,42,42,0
CHKR,25-Dec-2018,1.02,1.02,1.02,1.02,0
CHL,25-Dec-2018,46.43,46.43,46.43,46.43,0
CHM-A,25-Dec-2018,23.67,23.67,23.67,23.67,0
CHMI,25-Dec-2018,17.14,17.14,17.14,17.14,0
CHN,25-Dec-2018,16.45,16.45,16.45,16.45,0
CHRA,25-Dec-2018,7.08,7.08,7.08,7.08,0
CHS,25-Dec-2018,5.58,5.58,5.58,5.58,0
CHSP,25-Dec-2018,24.11,24.11,24.11,24.11,0
CHT,25-Dec-2018,34.5,34.5,34.5,34.5,0
CHU,25-Dec-2018,10.44,10.44,10.44,10.44,0
CI,25-Dec-2018,178.01,178.01,178.01,178.01,0
CIA,25-Dec-2018,7.58,7.58,7.58,7.58,0
CIB,25-Dec-2018,36.21,36.21,36.21,36.21,0
CIC,25-Dec-2018,9.98,9.98,9.98,9.98,0
CIC.U,25-Dec-2018,10.31,10.31,10.31,10.31,0
CIC.W,25-Dec-2018,1,1,1,1,0
CIEN,25-Dec-2018,30.97,30.97,30.97,30.97,0
CIF,25-Dec-2018,2.06,2.06,2.06,2.06,0
CIG,25-Dec-2018,3.29,3.29,3.29,3.29,0
CIG.C,25-Dec-2018,4.3,4.3,4.3,4.3,0
CII,25-Dec-2018,13.23,13.23,13.23,13.23,0
CIM,25-Dec-2018,17.35,17.35,17.35,17.35,0
CIM-A,25-Dec-2018,23.93,23.93,23.93,23.93,0
CIM-B,25-Dec-2018,25.1,25.1,25.1,25.1,0
CIM-C,25-Dec-2018,24.15,24.15,24.15,24.15,0
CINR,25-Dec-2018,20.05,20.05,20.05,20.05,0
CIO,25-Dec-2018,10,10,10,10,0
CIO-A,25-Dec-2018,21.25,21.25,21.25,21.25,0
CIR,25-Dec-2018,20.38,20.38,20.38,20.38,0
CISN,25-Dec-2018,10.99,10.99,10.99,10.99,0
CIT,25-Dec-2018,35.66,35.66,35.66,35.66,0
CIVI,25-Dec-2018,17.44,17.44,17.44,17.44,0
CJ,25-Dec-2018,12.67,12.67,12.67,12.67,0
CKH,25-Dec-2018,35.07,35.07,35.07,35.07,0
CL,25-Dec-2018,58.04,58.04,58.04,58.04,0
CLB,25-Dec-2018,57.17,57.17,57.17,57.17,0
CLD,25-Dec-2018,0.4,0.4,0.4,0.4,0
CLDR,25-Dec-2018,10.37,10.37,10.37,10.37,0
CLDT,25-Dec-2018,17.4,17.4,17.4,17.4,0
CLF,25-Dec-2018,7.57,7.57,7.57,7.57,0
CLGX,25-Dec-2018,32.09,32.09,32.09,32.09,0
CLH,25-Dec-2018,46.83,46.83,46.83,46.83,0
CLI,25-Dec-2018,19.15,19.15,19.15,19.15,0
CLN-B,25-Dec-2018,22.675,22.675,22.675,22.675,0
CLN-E,25-Dec-2018,22.3,22.3,22.3,22.3,0
CLN-G,25-Dec-2018,18.8,18.8,18.8,18.8,0
CLN-H,25-Dec-2018,17.45,17.45,17.45,17.45,0
CLN-I,25-Dec-2018,17.39,17.39,17.39,17.39,0
CLN-J,25-Dec-2018,17.32,17.32,17.32,17.32,0
CLNC,25-Dec-2018,15.6,15.6,15.6,15.6,0
CLNY,25-Dec-2018,4.6,4.6,4.6,4.6,0
CLPR,25-Dec-2018,12.23,12.23,12.23,12.23,0
CLR,25-Dec-2018,36.2,36.2,36.2,36.2,0
CLS,25-Dec-2018,8.62,8.62,8.62,8.62,0
CLW,25-Dec-2018,22.97,22.97,22.97,22.97,0
CLX,25-Dec-2018,145.37,145.37,145.37,145.37,0
CM,25-Dec-2018,74.1,74.1,74.1,74.1,0
CMA,25-Dec-2018,64.45,64.45,64.45,64.45,0
CMC,25-Dec-2018,15.25,15.25,15.25,15.25,0
CMCM,25-Dec-2018,6.31,6.31,6.31,6.31,0
CMD,25-Dec-2018,69.79,69.79,69.79,69.79,0
CMG,25-Dec-2018,385.84,385.84,385.84,385.84,0
CMI,25-Dec-2018,125.49,125.49,125.49,125.49,0
CMO,25-Dec-2018,6.71,6.71,6.71,6.71,0
CMO-E,25-Dec-2018,23.86,23.86,23.86,23.86,0
CMP,25-Dec-2018,39,39,39,39,0
CMR-B,25-Dec-2018,18.75,18.75,18.75,18.75,0
CMR-C,25-Dec-2018,18.65,18.65,18.65,18.65,0
CMR-D,25-Dec-2018,18.64,18.64,18.64,18.64,0
CMR-E,25-Dec-2018,19.68,19.68,19.68,19.68,0
CMRE,25-Dec-2018,4.22,4.22,4.22,4.22,0
CMS,25-Dec-2018,48.25,48.25,48.25,48.25,0
CMS-B,25-Dec-2018,101.5,101.5,101.5,101.5,0
CMSA,25-Dec-2018,23.28,23.28,23.28,23.28,0
CMSC,25-Dec-2018,24.34,24.34,24.34,24.34,0
CMU,25-Dec-2018,4.12,4.12,4.12,4.12,0
CNA,25-Dec-2018,42.04,42.04,42.04,42.04,0
CNC,25-Dec-2018,109.09,109.09,109.09,109.09,0
CNDT,25-Dec-2018,9.83,9.83,9.83,9.83,0
CNF,25-Dec-2018,5.05,5.05,5.05,5.05,0
CNHI,25-Dec-2018,8.49,8.49,8.49,8.49,0
CNI,25-Dec-2018,70.93,70.93,70.93,70.93,0
CNK,25-Dec-2018,35.62,35.62,35.62,35.62,0
CNNE,25-Dec-2018,16,16,16,16,0
CNO,25-Dec-2018,13.83,13.83,13.83,13.83,0
CNP,25-Dec-2018,27.22,27.22,27.22,27.22,0
CNP-B,25-Dec-2018,49.28,49.28,49.28,49.28,0
CNQ,25-Dec-2018,22.21,22.21,22.21,22.21,0
CNS,25-Dec-2018,33.12,33.12,33.12,33.12,0
CNX,25-Dec-2018,10.92,10.92,10.92,10.92,0
CNXM,25-Dec-2018,15.32,15.32,15.32,15.32,0
CO,25-Dec-2018,5.72,5.72,5.72,5.72,0
COD-A,25-Dec-2018,15.55,15.55,15.55,15.55,0
COD-B,25-Dec-2018,17.72,17.72,17.72,17.72,0
CODI,25-Dec-2018,11.68,11.68,11.68,11.68,0
COE,25-Dec-2018,5.15,5.15,5.15,5.15,0
COF,25-Dec-2018,70.78,70.78,70.78,70.78,0
COF-C,25-Dec-2018,24.06,24.06,24.06,24.06,0
COF-D,25-Dec-2018,25.14,25.14,25.14,25.14,0
COF-F,25-Dec-2018,24.41,24.41,24.41,24.41,0
COF-G,25-Dec-2018,20.75,20.75,20.75,20.75,0
COF-H,25-Dec-2018,24.15,24.15,24.15,24.15,0
COF-P,25-Dec-2018,23.52,23.52,23.52,23.52,0
COG,25-Dec-2018,22.16,22.16,22.16,22.16,0
COLD,25-Dec-2018,24.27,24.27,24.27,24.27,0
COO,25-Dec-2018,232.7,232.7,232.7,232.7,0
COP,25-Dec-2018,57.01,57.01,57.01,57.01,0
COR,25-Dec-2018,82.91,82.91,82.91,82.91,0
COR-Z,25-Dec-2018,22.6,22.6,22.6,22.6,0
CORR,25-Dec-2018,32.68,32.68,32.68,32.68,0
COT,25-Dec-2018,13.44,13.44,13.44,13.44,0
COTY,25-Dec-2018,6.11,6.11,6.11,6.11,0
CP,25-Dec-2018,168.41,168.41,168.41,168.41,0
CPA,25-Dec-2018,73.22,73.22,73.22,73.22,0
CPAC,25-Dec-2018,9.63,9.63,9.63,9.63,0
CPB,25-Dec-2018,33.42,33.42,33.42,33.42,0
CPE,25-Dec-2018,5.71,5.71,5.71,5.71,0
CPE-A,25-Dec-2018,48,48,48,48,0
CPF,25-Dec-2018,23.46,23.46,23.46,23.46,0
CPG,25-Dec-2018,2.73,2.73,2.73,2.73,0
CPK,25-Dec-2018,78.95,78.95,78.95,78.95,0
CPL,25-Dec-2018,14.19,14.19,14.19,14.19,0
CPLG,25-Dec-2018,11.83,11.83,11.83,11.83,0
CPS,25-Dec-2018,58.27,58.27,58.27,58.27,0
CPT,25-Dec-2018,84.9,84.9,84.9,84.9,0
CR,25-Dec-2018,67.48,67.48,67.48,67.48,0
CRC,25-Dec-2018,13.92,13.92,13.92,13.92,0
CRCM,25-Dec-2018,17.78,17.78,17.78,17.78,0
CRD.A,25-Dec-2018,9.01,9.01,9.01,9.01,0
CRD.B,25-Dec-2018,9,9,9,9,0
CRH,25-Dec-2018,25.04,25.04,25.04,25.04,0
CRI,25-Dec-2018,75.76,75.76,75.76,75.76,0
CRK,25-Dec-2018,4.25,4.25,4.25,4.25,0
CRL,25-Dec-2018,105.09,105.09,105.09,105.09,0
CRM,25-Dec-2018,121.33,121.33,121.33,121.33,0
CRR,25-Dec-2018,2.95,2.95,2.95,2.95,0
CRS,25-Dec-2018,33.55,33.55,33.55,33.55,0
CRT,25-Dec-2018,11.64,11.64,11.64,11.64,0
CRY,25-Dec-2018,25.76,25.76,25.76,25.76,0
CS,25-Dec-2018,10.42,10.42,10.42,10.42,0
CSL,25-Dec-2018,93.18,93.18,93.18,93.18,0
CSLT,25-Dec-2018,2.11,2.11,2.11,2.11,0
CSS,25-Dec-2018,9.05,9.05,9.05,9.05,0
CSTM,25-Dec-2018,6.49,6.49,6.49,6.49,0
CSU,25-Dec-2018,6.49,6.49,6.49,6.49,0
CSV,25-Dec-2018,14.5,14.5,14.5,14.5,0
CTAA,25-Dec-2018,21.13,21.13,21.13,21.13,0
CTB,25-Dec-2018,30.58,30.58,30.58,30.58,0
CTBB,25-Dec-2018,17.67,17.67,17.67,17.67,0
CTDD,25-Dec-2018,18.16,18.16,18.16,18.16,0
CTK,25-Dec-2018,8.1,8.1,8.1,8.1,0
CTL,25-Dec-2018,14.52,14.52,14.52,14.52,0
CTLT,25-Dec-2018,29.95,29.95,29.95,29.95,0
CTR,25-Dec-2018,7.42,7.42,7.42,7.42,0
CTRA,25-Dec-2018,64.73,64.73,64.73,64.73,0
CTS,25-Dec-2018,24.14,24.14,24.14,24.14,0
CTT,25-Dec-2018,7.04,7.04,7.04,7.04,0
CTV,25-Dec-2018,19.58,19.58,19.58,19.58,0
CTY,25-Dec-2018,16.77,16.77,16.77,16.77,0
CTZ,25-Dec-2018,17.845,17.845,17.845,17.845,0
CUB,25-Dec-2018,50.85,50.85,50.85,50.85,0
CUB-C,25-Dec-2018,24.32,24.32,24.32,24.32,0
CUB-D,25-Dec-2018,23.22,23.22,23.22,23.22,0
CUB-E,25-Dec-2018,22.935,22.935,22.935,22.935,0
CUB-F,25-Dec-2018,23.275,23.275,23.275,23.275,0
CUBE,25-Dec-2018,28.45,28.45,28.45,28.45,0
CUBI,25-Dec-2018,17.48,17.48,17.48,17.48,0
CUK,25-Dec-2018,45.72,45.72,45.72,45.72,0
CULP,25-Dec-2018,18.65,18.65,18.65,18.65,0
CURO,25-Dec-2018,9.15,9.15,9.15,9.15,0
CUZ,25-Dec-2018,7.56,7.56,7.56,7.56,0
CVA,25-Dec-2018,13.13,13.13,13.13,13.13,0
CVE,25-Dec-2018,6.44,6.44,6.44,6.44,0
CVEO,25-Dec-2018,1.15,1.15,1.15,1.15,0
CVI,25-Dec-2018,30.47,30.47,30.47,30.47,0
CVIA,25-Dec-2018,3.51,3.51,3.51,3.51,0
CVNA,25-Dec-2018,30.81,30.81,30.81,30.81,0
CVRR,25-Dec-2018,8.36,8.36,8.36,8.36,0
CVS,25-Dec-2018,62.92,62.92,62.92,62.92,0
CVX,25-Dec-2018,100.99,100.99,100.99,100.99,0
CW,25-Dec-2018,97.15,97.15,97.15,97.15,0
CWE.A,25-Dec-2018,15.86,15.86,15.86,15.86,0
CWEN,25-Dec-2018,16.01,16.01,16.01,16.01,0
CWH,25-Dec-2018,11.41,11.41,11.41,11.41,0
CWK,25-Dec-2018,13.45,13.45,13.45,13.45,0
CWT,25-Dec-2018,44.53,44.53,44.53,44.53,0
CX,25-Dec-2018,4.69,4.69,4.69,4.69,0
CXE,25-Dec-2018,4.6,4.6,4.6,4.6,0
CXH,25-Dec-2018,8.76,8.76,8.76,8.76,0
CXO,25-Dec-2018,94.9,94.9,94.9,94.9,0
CXP,25-Dec-2018,18.13,18.13,18.13,18.13,0
CXW,25-Dec-2018,17.7,17.7,17.7,17.7,0
CYD,25-Dec-2018,12.15,12.15,12.15,12.15,0
CYH,25-Dec-2018,2.83,2.83,2.83,2.83,0
CZZ,25-Dec-2018,8.18,8.18,8.18,8.18,0
D,25-Dec-2018,71.12,71.12,71.12,71.12,0
DAC,25-Dec-2018,0.84,0.84,0.84,0.84,0
DAL,25-Dec-2018,47.96,47.96,47.96,47.96,0
DAN,25-Dec-2018,12.98,12.98,12.98,12.98,0
DAR,25-Dec-2018,18.12,18.12,18.12,18.12,0
DATA,25-Dec-2018,110.26,110.26,110.26,110.26,0
DAVA,25-Dec-2018,22.95,22.95,22.95,22.95,0
DB,25-Dec-2018,7.91,7.91,7.91,7.91,0
DBD,25-Dec-2018,2.53,2.53,2.53,2.53,0
DBL,25-Dec-2018,18.76,18.76,18.76,18.76,0
DCF,25-Dec-2018,7.46,7.46,7.46,7.46,0
DCI,25-Dec-2018,40.71,40.71,40.71,40.71,0
DCO,25-Dec-2018,33.83,33.83,33.83,33.83,0
DCP,25-Dec-2018,25.35,25.35,25.35,25.35,0
DCP-B,25-Dec-2018,20.49,20.49,20.49,20.49,0
DCP-C,25-Dec-2018,21,21,21,21,0
DCUD,25-Dec-2018,47.83,47.83,47.83,47.83,0
DD-A,25-Dec-2018,80,80,80,80,0
DD-B,25-Dec-2018,99.68,99.68,99.68,99.68,0
DDD,25-Dec-2018,9.74,9.74,9.74,9.74,0
DDE,25-Dec-2018,2.25,2.25,2.25,2.25,0
DDF,25-Dec-2018,9.83,9.83,9.83,9.83,0
DDS,25-Dec-2018,56.08,56.08,56.08,56.08,0
DDT,25-Dec-2018,25.23,25.23,25.23,25.23,0
DE,25-Dec-2018,137.38,137.38,137.38,137.38,0
DEA,25-Dec-2018,15.29,15.29,15.29,15.29,0
DECK,25-Dec-2018,119.25,119.25,119.25,119.25,0
DEI,25-Dec-2018,32.54,32.54,32.54,32.54,0
DEO,25-Dec-2018,138.46,138.46,138.46,138.46,0
DESP,25-Dec-2018,11.55,11.55,11.55,11.55,0
DEX,25-Dec-2018,8.09,8.09,8.09,8.09,0
DF,25-Dec-2018,3.82,3.82,3.82,3.82,0
DFIN,25-Dec-2018,13.47,13.47,13.47,13.47,0
DFP,25-Dec-2018,19.58,19.58,19.58,19.58,0
DFS,25-Dec-2018,55.09,55.09,55.09,55.09,0
DG,25-Dec-2018,98.85,98.85,98.85,98.85,0
DGX,25-Dec-2018,79.75,79.75,79.75,79.75,0
DHF,25-Dec-2018,2.62,2.62,2.62,2.62,0
DHI,25-Dec-2018,32.96,32.96,32.96,32.96,0
DHR,25-Dec-2018,94.85,94.85,94.85,94.85,0
DHT,25-Dec-2018,4.03,4.03,4.03,4.03,0
DHX,25-Dec-2018,1.36,1.36,1.36,1.36,0
DIAX,25-Dec-2018,14.78,14.78,14.78,14.78,0
DIN,25-Dec-2018,67.81,67.81,67.81,67.81,0
DIS,25-Dec-2018,100.35,100.35,100.35,100.35,0
DK,25-Dec-2018,29.54,29.54,29.54,29.54,0
DKL,25-Dec-2018,27.53,27.53,27.53,27.53,0
DKS,25-Dec-2018,29.77,29.77,29.77,29.77,0
DKT,25-Dec-2018,25.12,25.12,25.12,25.12,0
DL,25-Dec-2018,6.68,6.68,6.68,6.68,0
DLB,25-Dec-2018,58.24,58.24,58.24,58.24,0
DLN-A,25-Dec-2018,17.8,17.8,17.8,17.8,0
DLN-B,25-Dec-2018,16.6,16.6,16.6,16.6,0
DLNG,25-Dec-2018,3.04,3.04,3.04,3.04,0
DLPH,25-Dec-2018,13.84,13.84,13.84,13.84,0
DLR,25-Dec-2018,102.41,102.41,102.41,102.41,0
DLR-C,25-Dec-2018,26.29,26.29,26.29,26.29,0
DLR-G,25-Dec-2018,22.94,22.94,22.94,22.94,0
DLR-H,25-Dec-2018,25.067,25.067,25.067,25.067,0
DLR-I,25-Dec-2018,24.75,24.75,24.75,24.75,0
DLR-J,25-Dec-2018,20.14,20.14,20.14,20.14,0
DLX,25-Dec-2018,36.96,36.96,36.96,36.96,0
DM,25-Dec-2018,17.98,17.98,17.98,17.98,0
DMB,25-Dec-2018,12.14,12.14,12.14,12.14,0
DMO,25-Dec-2018,21.16,21.16,21.16,21.16,0
DNB,25-Dec-2018,140.45,140.45,140.45,140.45,0
DNI,25-Dec-2018,8.97,8.97,8.97,8.97,0
DNOW,25-Dec-2018,10.38,10.38,10.38,10.38,0
DNP,25-Dec-2018,10.05,10.05,10.05,10.05,0
DNR,25-Dec-2018,1.43,1.43,1.43,1.43,0
DO,25-Dec-2018,9.12,9.12,9.12,9.12,0
DOC,25-Dec-2018,15.22,15.22,15.22,15.22,0
DOOR,25-Dec-2018,44.52,44.52,44.52,44.52,0
DOV,25-Dec-2018,66.53,66.53,66.53,66.53,0
DPG,25-Dec-2018,11.58,11.58,11.58,11.58,0
DPLO,25-Dec-2018,13.09,13.09,13.09,13.09,0
DPZ,25-Dec-2018,234.35,234.35,234.35,234.35,0
DQ,25-Dec-2018,22.57,22.57,22.57,22.57,0
DRD,25-Dec-2018,2.29,2.29,2.29,2.29,0
DRE,25-Dec-2018,25,25,25,25,0
DRH,25-Dec-2018,8.77,8.77,8.77,8.77,0
DRI,25-Dec-2018,96.71,96.71,96.71,96.71,0
DRQ,25-Dec-2018,26.85,26.85,26.85,26.85,0
DRUA,25-Dec-2018,21.99,21.99,21.99,21.99,0
DS,25-Dec-2018,3.56,3.56,3.56,3.56,0
DS-B,25-Dec-2018,24.39,24.39,24.39,24.39,0
DS-C,25-Dec-2018,23.14,23.14,23.14,23.14,0
DS-D,25-Dec-2018,24.2,24.2,24.2,24.2,0
DSE,25-Dec-2018,3.65,3.65,3.65,3.65,0
DSL,25-Dec-2018,16.64,16.64,16.64,16.64,0
DSM,25-Dec-2018,7,7,7,7,0
DSU,25-Dec-2018,9.68,9.68,9.68,9.68,0
DSW,25-Dec-2018,23.38,23.38,23.38,23.38,0
DSX,25-Dec-2018,3.16,3.16,3.16,3.16,0
DSX-B,25-Dec-2018,20.61,20.61,20.61,20.61,0
DTE,25-Dec-2018,108.95,108.95,108.95,108.95,0
DTF,25-Dec-2018,12.5,12.5,12.5,12.5,0
DTJ,25-Dec-2018,22.65,22.65,22.65,22.65,0
DTL.P,25-Dec-2018,20,20,20,20,0
DTQ,25-Dec-2018,22.5,22.5,22.5,22.5,0
DTV,25-Dec-2018,51.51,51.51,51.51,51.51,0
DTW,25-Dec-2018,21.94,21.94,21.94,21.94,0
DTY,25-Dec-2018,25.1,25.1,25.1,25.1,0
DUC,25-Dec-2018,8.15,8.15,8.15,8.15,0
DUK,25-Dec-2018,83.91,83.91,83.91,83.91,0
DUKB,25-Dec-2018,23.33,23.33,23.33,23.33,0
DUKH,25-Dec-2018,22.11,22.11,22.11,22.11,0
DVA,25-Dec-2018,48.73,48.73,48.73,48.73,0
DVD,25-Dec-2018,1.92,1.92,1.92,1.92,0
DVMT,25-Dec-2018,80.5,80.5,80.5,80.5,0
DVN,25-Dec-2018,20.98,20.98,20.98,20.98,0
DWDP,25-Dec-2018,49.09,49.09,49.09,49.09,0
DX,25-Dec-2018,5.62,5.62,5.62,5.62,0
DX-A,25-Dec-2018,25.35,25.35,25.35,25.35,0
DX-B,25-Dec-2018,23.24,23.24,23.24,23.24,0
DXB,25-Dec-2018,23.77,23.77,23.77,23.77,0
DXC,25-Dec-2018,50.03,50.03,50.03,50.03,0
DY,25-Dec-2018,49.53,49.53,49.53,49.53,0
DYNC,25-Dec-2018,86.7,86.7,86.7,86.7,0
E,25-Dec-2018,30,30,30,30,0
EAB,25-Dec-2018,22,22,22,22,0
EAE,25-Dec-2018,22,22,22,22,0
EAF,25-Dec-2018,10.34,10.34,10.34,10.34,0
EAI,25-Dec-2018,21.54,21.54,21.54,21.54,0
EARN,25-Dec-2018,10.19,10.19,10.19,10.19,0
